Job,JobDescription,JobClassification,JobType,MasterJob,Priority,StockCode,StockDescription,Warehouse,Customer,CustomerName,JobTenderDate,JobDeliveryDate,JobStartDate,ActCompleteDate,Complete,SeqCheckReq,DateCalcMethod,ExpLabour,ExpMaterial,QtyToMake,QtyManufactured,Source,EstSourceNum,NextDetailLine,PctCompleteFlag,PrtFactDoc1,PrtFactDoc2,PrtFactDoc3,PrtFactDoc4,SellingPrice,AddLabPct,AddMatPct,ProfitPct,SalesOrder,MaterialBilled,LabourBilled,NextOpForAll,HighestOpPosted,TotalQtyScrapped,ConfirmedFlag,HoldFlag,JobCreatedStruc,LstOrderCreated,TraceableType,NxtLinePartBook,Route,WipCtlGlCode,Decimals,SalesOrderLine,MatCostToDate1,MatCostToDate2,MatCostToDate3,LabCostToDate1,LabCostToDate2,LabCostToDate3,HrsBookToDate1,HrsBookToDate2,HrsBookToDate3,MatValueIssues1,MatValueIssues2,MatValueIssues3,LabValueIssues1,LabValueIssues2,LabValueIssues3,NarrationNum,ReqPlnFlag,DateJobLstUpd,TimeJobLstUpd,HierarchyFlag,NextLineHier,EstTrailLoad,OrdEntSource,Version,Release,AllocationLine,PurgeJob,HierarchyJob,MrpFromJob,MrpToJob,OrigDueDate,GrossFlg,GrossQty,ExpLabCurrent,ExpMatCurrent,ReservedLotSerFlag,NotionalPart,CoProductCostMet,CoProductCostVal,CoProductType,CapexCode,CapexLine,UomFlag,ConvFactUom,ConvMulDiv,ScheduleFlag,SchStartDate,SchStartTime,SchEndDate,SchEndTime,QtyToMakeEnt,QtyManufacturedEnt,TotQtyScrappedEnt,GrossQtyEnt,ProductCode,LibraryCode,TimeStamp,NestAllocs,CreatedForNest
70002405,END DUMP TOP HOIST MOUNT,PAR, , ,50,TR-THP-001,END DUMP TOP HOIST MOUNT,1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,65,115.23677,15,0,N, ,0,0,Y,N,N,N,393.4446,0,0,0, ,0,0,3,0,0,Y,N,Y, ,N,0,0,1200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,15,65,115.23677, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,15,0,0,15, ,     ,0x000000011DD307F9, , 
70002472,"FLAT BAR 3/8 X 2 X 12""",PAR, , ,50,PY-FR-P071,"FLAT BAR 3/8 X 2 X 12""",1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,3.25,1.54009,40,0,N, ,2,0,Y,N,N,N,11.48138,0,0,0, ,0,0,2,1,0,Y,N,Y, ,N,2,0,1200,2,0,61.85,0,0,32.5,0,0,0.5,0,0,41.96,0,0,-41.96,0,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,40,3.25,1.54009, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,40,0,0,40, ,     ,0x000000011D582FFA, , 
70002521,"BAR RD 3/8 X 9""",PAR, , ,50,PY-FR-P122-9,"BAR RD 3/8 X 9""",1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,3.25,0.24027,12,12,N, ,5,0,Y,N,N,N,10.03935,0,0,0, ,0,0,2,1,0,Y,N,Y, ,N,1,0,1200,2,0,2.95,0,0,20.8,0,0,0.32,0,0,2.95,0,0,20.8,0,0,0, ,00:00.0,1459, ,0, , ,     ,     ,  , , , , ,00:00.0,N,12,3.25,0.24027, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,12,12,0,12, ,     ,0x000000011DFC0E37, , 
70002522,PLATE 3/8 X3 X 2 = 0.04,PAR, , ,50,PY-FR-P129,PLATE 3/8 X3 X 2 = 0.04,1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,3.25,0.47862,24,0,N, ,1,0,Y,N,N,N,3.75215,0,0,0, ,0,0,2,1,0,Y,N,Y, ,N,0,0,1200,2,0,0,0,0,14.95,0,0,0.23,0,0,0,0,0,0,0,0,0, ,00:00.0,1459, ,0, , ,     ,     ,  , , , , ,00:00.0,N,24,3.25,0.47862, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,24,0,0,24, ,     ,0x000000011DD6EE33, , 
70002373,LEFT PIVOT ASSY,PAR, , ,50,TR-AFR-A004,LEFT PIVOT ASSY,1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,52,94.16638,10,10,N, ,21,0,Y,N,N,N,356.13045,0,0,0, ,0,0,4,3,0,Y,N,Y, ,N,1,0,1200,2,0,952.61,952.61,0,537.55,537.55,0,8.27,8.27,0,952.61,952.61,0,537.55,537.55,0,0, ,00:00.0,929, ,0, , ,     ,     ,  , , , , ,00:00.0,N,10,52,94.16638, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,10,10,0,10, ,     ,0x000000011BBCA96A, , 
30001659,CLAIM #6692 - PDI ISSUES,WAR, , ,50,#0999998,Warranty Parts & Labour,**,9999,WARRANTY,00:00.0,00:00.0,00:00.0,NULL,N,N,M,0,0,1,0, , ,1,0,N,N,N,N,0,0,0,0, ,0,0,1,0,0,Y,N,Y, ,N,0,0,1200,6,0,376.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,00:00.0,1041, ,0, , ,     ,     ,  , , , , ,00:00.0,N,1,0,0, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,1,0,0,1, ,     ,0x000000011C72894E, , 
20044174,EXTREMITY LIGHT PULL OUT,SUB, , ,50,40938636,EXTREMITY LIGHT PULL OUT,1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,217.75,55.2147,4,0,N, ,20,0,Y,N,N,N,408.44625,0,0,0, ,0,0,8,7,0,Y,N,Y, ,N,0,0,1200,2,0,180.73,0,0,808.6,0,0,12.44,0,0,0,0,0,0,0,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,4,217.75,55.2147, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,4,0,0,4, ,     ,0x000000011E1F2897, , 
20044007,PIVOT BLOCK,SUB, , ,50,40993101,PIVOT BLOCK,1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,0,363,2,0,N, ,0,0,Y,N,N,N,925.65,0,0,0, ,0,0,2,0,0,Y,N,Y, ,N,0,0,1200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,2,0,363, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,2,0,0,2, ,     ,0x000000011BBC9154, , 
20044038,4657,SUB, , ,50,40961170,GOOSENECK FOR 42'48'53' ET,1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,483.6,2166.90521,1,0,N, ,14,0,Y,N,N,N,7133.319,0,0,0, ,0,0,2,1,0,Y,N,Y, ,N,0,0,1200,2,0,37.79,0,0,894.4,0,0,13.76,0,0,0,0,0,0,0,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,1,483.6,2166.90521, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,1,0,0,1, ,     ,0x000000011DFBF0FF, , 
20044089,BOGIE ARM ASSY.,SUB, , ,50,22202835,BOGIE ARM ASSY.,1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,146.25,649.44,2,0,N, ,0,0,Y,N,N,N,1897.66749,0,0,0, ,0,0,2,0,0,Y,N,Y, ,N,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,00:00.0,1451, ,0, , ,     ,     ,  , , , , ,00:00.0,N,2,146.25,649.44, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,2,0,0,2, ,     ,0x000000011BBC91A3, , 
20044160,"A-FRAME 4 BAG FOR 102"" TAG",SUB, , ,50,40964860,"A-FRAME 4 BAG FOR 102"" TAG",1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,60.45,2324.5773,5,0,N, ,0,0,Y,N,N,N,5489.946,0,0,0, ,0,0,2,0,0,Y,N,Y, ,N,0,0,1200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,00:00.0,1033, ,0, , ,     ,     ,  , , , , ,00:00.0,N,5,60.45,2324.5773, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,5,0,0,5, ,     ,0x000000011BBC91E8, , 
70002613,STEEL PARTS FOR WO8773,PAR, , ,50,SP8773,STEEL PARTS FOR WO8773,1,3384,STARGATE MFG LTD,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,325,862.21421,1,1,O, ,8,0,Y,N,N,N,0,0,0,0,109853,0,0,2,0,0,Y,N,Y, ,N,1,0,1200,2,1,2175.48,0,0,0,0,0,0,0,0,2175.48,0,0,0,0,0,0, ,00:00.0,652, ,0, , ,     ,     ,  , , , , ,00:00.0,N,1,325,862.21421, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,1,1,0,1, ,     ,0x000000011DF9380F, , 
70002614,STEEL PARTS FOR WO8774,PAR, , ,50,SP8774,STEEL PARTS FOR WO8774,1,3384,STARGATE MFG LTD,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,325,821.03486,1,1,O, ,8,0,Y,N,N,N,0,0,0,0,109854,0,0,2,0,0,Y,N,Y, ,N,1,0,1200,2,1,2348.28,0,0,0,0,0,0,0,0,2348.28,0,0,0,0,0,0, ,00:00.0,650, ,0, , ,     ,     ,  , , , , ,00:00.0,N,1,325,821.03486, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,1,1,0,1, ,     ,0x000000011DF9372B, , 
70002615,STEEL PARTS FOR WO8775,PAR, , ,50,SP8775,STEEL PARTS FOR WO8775,1,3384,STARGATE MFG LTD,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,325,862.21421,1,1,O, ,8,0,Y,N,N,N,0,0,0,0,109855,0,0,2,0,0,Y,N,Y, ,N,1,0,1200,2,1,2175.48,0,0,0,0,0,0,0,0,2175.48,0,0,0,0,0,0, ,00:00.0,651, ,0, , ,     ,     ,  , , , , ,00:00.0,N,1,325,862.21421, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,1,1,0,1, ,     ,0x000000011DF937C3, , 
80000253,Load Test For WO# 4684,R&D, , ,50,999,Load Test For WO# 4684,**, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,D,0,0,1,0, , ,5,0,Y,N,N,N,0,0,0,0, ,0,0,2,1,0,Y,N,Y, ,N,0,0,1200,6,0,0,0,0,744.9,0,0,11.46,0,0,0,0,0,0,0,0,0, ,00:00.0,740, ,0, , ,     ,     ,  , , , , ,00:00.0,N,1,0,0, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,1,0,0,1, ,     ,0x000000011C2DDAD6, , 
20043912,"TUBE HSS 3/16 X 8 X 8 X 3""",SUB, , ,50,40944045,"TUBE HSS 3/16 X 8 X 8 X 3""",1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,13,5.46,20,20,N, ,3,0,Y,N,N,N,54.78038,0,0,0, ,0,0,3,2,0,Y,N,Y, ,N,1,0,1200,2,0,109.2,0,0,265.2,0,0,4.08,0,0,109.2,0,0,265.2,0,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,20,13,5.46, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,20,20,0,20, ,     ,0x000000011CEDFCA7, , 
20043859,4662 4766,SUB, , ,50,40968410,BEAVERTAIL CHANNEL D/S,1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,55.25,26.0744,2,0,N, ,1,0,Y,N,N,N,183.10275,0,0,0, ,0,0,4,1,0,Y,N,Y, ,N,0,0,1200,2,0,0,0,0,42.25,0,0,0.65,0,0,0,0,0,0,0,0,0, ,00:00.0,1028, ,0, , ,     ,     ,  , , , , ,00:00.0,N,2,55.25,26.0744, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,2,0,0,2, ,     ,0x000000011DFA06D4, , 
20043862,4727 4728 4666,SUB, , ,50,40968748,"BUMPER 102"" ART GALV",1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,39,379.02898,3,3,N, ,23,0,Y,N,N,N,1056.516,0,0,0, ,0,0,2,1,0,Y,N,Y, ,N,1,0,1200,2,0,1074.67,0,0,188.5,0,0,2.9,0,0,1074.67,0,0,188.5,0,0,0, ,00:00.0,1059, ,0, , ,     ,     ,  , , , , ,00:00.0,N,3,39,379.02898, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,3,3,0,3, ,     ,0x000000011DFC0164, , 
20043869,4727,SUB, , ,50,40970614,"SLIDING RAMP HOIST GALV. 1 BAG 44""",1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,292.5,174.30094,1,1,N, ,21,0,Y,N,N,N,0,0,0,0, ,0,0,6,5,0,Y,N,Y, ,N,1,0,1200,2,0,180.99,0,0,210.6,0,0,3.24,0,0,180.99,0,0,210.6,0,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,1,292.5,174.30094, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,1,1,0,1, ,     ,0x000000011D7C2892, , 
20043873,PLATE KICK C/W RAMP STORAGE,SUB, , ,50,40989474,PLATE KICK C/W RAMP STORAGE,1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,35.75,120.21949,2,2,N, ,5,0,Y,N,N,N,367.3275,0,0,0, ,0,0,3,2,0,Y,N,Y, ,N,1,0,1200,2,0,246.74,0,0,102.05,0,0,1.57,0,0,246.74,0,0,102.05,0,0,0, ,00:00.0,1105, ,0, , ,     ,     ,  , , , , ,00:00.0,N,2,35.75,120.21949, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,2,2,0,2, ,     ,0x000000011D3402F6, , 
20043877,4663 4767,SUB, , ,50,40990961,GNK WRAP ET4XP GNK,1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,52,72.4488,4,0,N, ,0,0,Y,N,N,N,246.47025,0,0,0, ,0,0,2,0,0,Y,N,Y, ,N,0,0,1200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,00:00.0,1426, ,0, , ,     ,     ,  , , , , ,00:00.0,N,4,52,72.4488, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,4,0,0,4, ,     ,0x000000011BBC90D5, , 
20043841,PLATE STAKE SHIM,SUB, , ,50,40933052,PLATE STAKE SHIM,1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,1.95,0.99494,100,100,N, ,2,0,Y,N,N,N,3.49605,0,0,0, ,0,0,2,1,0,Y,N,Y, ,N,1,0,1200,2,0,100.24,0,0,124.8,0,0,1.92,0,0,100.24,0,0,124.8,0,0,0, ,00:00.0,1203, ,0, , ,     ,     ,  , , , , ,00:00.0,N,100,1.95,0.99494, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,100,100,0,100, ,     ,0x000000011CB89B50, , 
20043745,4663 4767,SUB, , ,50,40937574,BEAM WRAP FOR ET MR,1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,32.5,160.99734,4,0,N, ,3,0,Y,N,N,N,542.64,0,0,0, ,0,0,2,1,0,Y,N,Y, ,N,0,0,1200,2,0,592.18,0,0,134.55,0,0,2.07,0,0,0,0,0,0,0,0,0, ,00:00.0,1008, ,0, , ,     ,     ,  , , , , ,00:00.0,N,4,32.5,160.99734, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,4,0,0,4, ,     ,0x000000011CB74AEF, , 
20043748,4663 4767,SUB, , ,50,40938622,"SLIDING RAMP HOIST  34-1/2""",1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,211.25,578.24549,2,0,N, ,1,0,Y,N,N,N,2120.0445,0,0,0, ,0,0,3,1,0,Y,N,Y, ,N,0,0,1200,2,0,0,0,0,115.05,0,0,1.77,0,0,0,0,0,0,0,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,2,211.25,578.24549, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,2,0,0,2, ,     ,0x000000011CD971E3, , 
20043772,"PIN ASSY 97-1/2""PVR TRANSITION",SUB, , ,50,40947709,"PIN ASSY 97-1/2""PVR TRANSITION",1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,94.25,149.32016,4,0,N, ,4,0,Y,N,N,N,429.87051,0,0,0, ,0,0,7,5,0,Y,N,Y, ,N,0,0,1200,2,0,0,0,0,282.75,0,0,4.35,0,0,0,0,0,0,0,0,0, ,00:00.0,1107, ,0, , ,     ,     ,  , , , , ,00:00.0,N,4,94.25,149.32016, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,4,0,0,4, ,     ,0x000000011D11EAA2, , 
20043627,4662 4766,SUB, , ,50,40960146,RAMP FLAT BAR BIFOLD PLANKED,1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,1228.5,1695.73794,1,0,N, ,2,0,Y,N,N,N,6325.479,0,0,0, ,0,0,6,2,0,Y,N,Y, ,N,0,0,1200,2,0,0,0,0,98.8,0,0,1.52,0,0,0,0,0,0,0,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,1,1228.5,1695.73794, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,1,0,0,1, ,     ,0x000000011DFDC5FA, , 
20043653,TOOL BOX FOR FRONT OF PAVER,SUB, , ,50,40944821,TOOL BOX FOR FRONT OF PAVER,1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,69.55,47.25131,5,5,N, ,12,0,Y,N,N,N,293.3826,0,0,0, ,0,0,4,3,0,Y,N,Y, ,N,1,0,1200,2,0,246.32,0,0,310.7,0,0,4.78,0,0,246.32,0,0,310.7,0,0,0, ,00:00.0,1106, ,0, , ,     ,     ,  , , , , ,00:00.0,N,5,69.55,47.25131, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,5,5,0,5, ,     ,0x000000011DFBFE43, , 
20043655,"PIPE 1-1/2 SCH 40 X 26-1/8""",SUB, , ,50,40946327,"PIPE 1-1/2 SCH 40 X 26-1/8""",1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,9.75,4.97858,100,100,N, ,13,0,Y,N,N,N,40.8,0,0,0, ,0,0,2,1,0,Y,N,Y, ,N,1,0,1200,2,0,553.03,0,0,1420.9,0,0,21.86,0,0,553.03,0,0,1420.9,0,0,0, ,00:00.0,1326, ,0, , ,     ,     ,  , , , , ,00:00.0,N,100,9.75,4.97858, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,100,100,0,100, ,     ,0x000000011D7C32C4, , 
20043657,"FLAT BAR 3/8 X 4 X 11-9/16""",SUB, , ,50,40946371,"FLAT BAR 3/8 X 4 X 11-9/16""",1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,6.63,3.0208,50,50,N, ,4,0,Y,N,N,N,14.35956,0,0,0, ,0,0,3,2,0,Y,N,Y, ,N,1,0,1200,2,0,154.33,0,0,96.2,11.7,0,1.48,0.18,0,154.33,0,0,96.2,0,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,50,6.63,3.0208, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,50,50,0,50, ,     ,0x000000011D33D84C, , 
20043578,BRACKET AIR CONTROL BOX,SUB, , ,50,40900414,BRACKET AIR CONTROL BOX,1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,22.1,5.74309,15,15,N, ,4,0,Y,N,N,N,31.62765,0,0,0, ,0,0,4,2,0,Y,N,Y, ,N,1,0,1200,2,0,89.82,0,0,169,169,0,2.6,2.6,0,89.82,0,0,169,0,0,0, ,00:00.0,1113, ,0, , ,     ,     ,  , , , , ,00:00.0,N,15,22.1,5.74309, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,15,15,0,15, ,     ,0x000000011DB2B762, , 
20043625,"FLAT BAR 3/8 X 3 X 45-11/16""",SUB, , ,50,40959120,"FLAT BAR 3/8 X 3 X 45-11/16""",1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,11.7,8.96152,20,20,N, ,2,0,Y,N,N,N,28.11375,0,0,0, ,0,0,3,1,0,Y,N,Y, ,N,1,0,1200,2,0,179.23,179.23,0,86.45,86.45,0,1.33,1.33,0,179.23,179.23,0,86.45,86.45,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,20,11.7,8.96152, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,20,20,0,20, ,     ,0x000000011BBC8FDF, , 
20043610,"PIPE 2"" SCH 40 X 17""",SUB, , ,50,40950048,"PIPE 2"" SCH 40 X 17""",1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,31.525,4.78694,14,14,N, ,4,0,Y,N,N,N,56.41602,0,0,0, ,0,0,4,3,0,Y,N,Y, ,N,1,0,1200,2,0,65.96,0,0,304.2,206.7,0,4.68,3.18,0,65.96,0,0,304.2,0,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,14,31.525,4.78694, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,14,14,0,14, ,     ,0x000000011C991360, , 
20043620,"FLAT BAR 1/4 X 2 X 12-7/8""",SUB, , ,50,40959100,"FLAT BAR 1/4 X 2 X 12-7/8""",1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,1.95,1.08946,320,320,N, ,2,0,Y,N,N,N,3.79927,0,0,0, ,0,0,2,1,0,Y,N,Y, ,N,1,0,1200,2,0,350.87,350.87,0,336.05,336.05,0,5.17,5.17,0,350.87,350.87,0,336.05,336.05,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,320,1.95,1.08946, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,320,320,0,320, ,     ,0x000000011BBC8FDA, , 
20043589,LANDING GEAR LEG - AIR DETACH,SUB, , ,50,40944072,LANDING GEAR LEG - AIR DETACH,1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,55.9,36.75592,8,8,N, ,26,0,Y,N,N,N,297.03038,0,0,0, ,0,0,4,3,0,Y,N,Y, ,N,1,0,1200,2,0,327.56,0,0,706.55,0,0,10.87,0,0,327.56,0,0,706.55,0,0,0, ,00:00.0,1300, ,0, , ,     ,     ,  , , , , ,00:00.0,N,8,55.9,36.75592, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,8,8,0,8, ,     ,0x000000011D33C32D, , 
20043591,"BRACKET TOOLBOX 18"" X 18""",SUB, , ,50,40944450,"BRACKET TOOLBOX 18"" X 18""",4, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,64.35,26.31952,6,6,N, ,10,0,Y,N,N,N,370.20263,0,0,0, ,0,0,7,4,0,Y,N,Y, ,N,1,0,1200,2,0,159.84,159.84,0,265.85,265.85,0,4.09,4.09,0,159.84,159.84,0,265.85,265.85,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,6,64.35,26.31952, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,6,6,0,6, ,     ,0x000000011BBC8FBD, , 
20043596,SR-C6-ET3X-SKIRT FOR 5' LONG,SUB, , ,50,40946314,SR-C6-ET3X-SKIRT FOR 5' LONG,1, , ,00:00.0,00:00.0,00:00.0,NULL,N,N,S,16.25,47.33024,20,0,N, ,0,0,Y,N,N,N,120.47603,0,0,0, ,0,0,3,0,0,Y,N,Y, ,N,0,0,1200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,20,16.25,47.33024, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,20,0,0,20, ,     ,0x000000011BBC8FC2, , 
20043598,PLATE 5/16X28-5/8X9-1/4=1.84,SUB, , ,50,40946378,PLATE 5/16X28-5/8X9-1/4=1.84,1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,26,17.77133,12,12,N, ,5,0,Y,N,N,N,57.62788,0,0,0, ,0,0,4,3,0,Y,N,Y, ,N,1,0,1200,2,0,228.69,0,0,69.55,0,0,1.07,0,0,228.69,0,0,69.55,0,0,0, ,00:00.0,1011, ,0, , ,     ,     ,  , , , , ,00:00.0,N,12,26,17.77133, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,12,12,0,12, ,     ,0x000000011DFC0D38, , 
20043604,COUPLER PLATE ASS'Y,SUB, , ,50,40946584,COUPLER PLATE ASS'Y,1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,87.1,326.17387,5,5,N, ,22,0,Y,N,N,N,1004.955,0,0,0, ,0,0,6,5,0,Y,N,Y, ,N,1,0,1200,2,0,1780.23,1151.77,0,354.25,174.2,0,5.45,2.68,0,1780.23,0,0,354.25,0,0,0, ,00:00.0,730, ,0, , ,     ,     ,  , , , , ,00:00.0,N,5,87.1,326.17387, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,5,5,0,5, ,     ,0x000000011CB68504, , 
20043529,BRACE RAMP ART C/W CHAIN,SUB, , ,50,40955504,BRACE RAMP ART C/W CHAIN,1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,5.2,8.36688,60,60,N, ,5,0,Y,N,N,N,45.68453,0,0,0, ,0,0,3,2,0,Y,N,Y, ,N,1,0,1200,2,0,503.39,503.39,0,165.75,165.75,0,2.55,2.55,0,503.39,503.39,0,165.75,165.75,0,0, ,NULL,0, ,0, , ,     ,     ,  , , , , ,00:00.0,N,60,5.2,8.36688, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,60,60,0,60, ,     ,0x000000011BBC8F7F, , 
20043531,FOOT BEAVERTAIL FOR TAGS,SUB, , ,50,40955558,FOOT BEAVERTAIL FOR TAGS,1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,24.05,12.01266,20,20,N, ,15,0,Y,N,N,N,45.3492,0,0,0, ,0,0,4,3,0,Y,N,Y, ,N,1,0,1200,2,0,261,0,0,530.4,66.95,0,8.16,1.03,0,261,0,0,530.4,0,0,0, ,00:00.0,1137, ,0, , ,     ,     ,  , , , , ,00:00.0,N,20,24.05,12.01266, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,20,20,0,20, ,     ,0x000000011CB89A9D, , 
20043532,PLATE DK 3/16X40X9-3/8=2.6,SUB, , ,50,40959119,PLATE DK 3/16X40X9-3/8=2.6,1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,5.2,17.90821,19,19,N, ,5,0,Y,N,N,N,60.9705,0,0,0, ,0,0,3,2,0,Y,N,Y, ,N,1,0,1200,2,0,361.07,0,0,108.55,78,0,1.67,1.2,0,361.07,0,0,108.55,0,0,0, ,00:00.0,1305, ,0, , ,     ,     ,  , , , , ,00:00.0,N,19,5.2,17.90821, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,19,19,0,19, ,     ,0x000000011C2FB767, , 
20043520,LONG PUSH ARM ASSEMBLY,SUB, , ,50,40948525,LONG PUSH ARM ASSEMBLY,1, , ,00:00.0,00:00.0,00:00.0,00:00.0,Y,N,S,127.4,96.05382,10,10,N, ,37,0,Y,N,N,N,491.6247,0,0,0, ,0,0,6,5,0,Y,N,Y, ,N,1,0,1200,2,0,1121.7,0,0,750.1,0,0,11.54,0,0,1121.7,0,0,750.1,0,0,0, ,00:00.0,1109, ,0, , ,     ,     ,  , , , , ,00:00.0,N,10,127.4,96.05382, , , , , , ,0,S,1,M, ,NULL,0,NULL,0,10,10,0,10, ,     ,0x000000011DFBFAA2, , 
